# Gludio
7;6543;6777;6557;73;514;571;1887;4041;0
7;6550;6751;6564;73;376;143;1887;4041;1
7;6544;6765;6558;76;450;500;4043;1890;0
7;6551;6739;6565;76;329;125;4043;1890;1
7;6545;6756;6559;79;401;445;4044;4042;0
7;6552;6730;6566;79;292;111;4044;4042;1
7;6546;6767;6560;82;360;400;1885;1893;0
7;6553;6741;6567;82;263;100;1885;1893;1
7;6547;6753;6561;85;328;364;5549;5550;0
7;6554;6727;6568;85;239;91;5549;5550;1
# Rune
8;5092;8223;5122;58;2016;2240;1871;4040;0
8;5835;8230;5855;58;5600;560;1871;4040;1
8;5094;8224;5124;61;1345;1494;1872;1881;0
8;5836;8231;5856;61;3730;373;1872;1881;1
8;5090;8225;5120;64;1008;1120;1873;5550;0
8;5837;8232;5857;64;2800;280;1873;5550;1
8;6541;8226;6555;67;806;896;1894;4039;0
8;6548;8233;6562;67;589;224;1894;4039;1
8;6542;8227;6556;70;671;746;1888;4040;0
8;6549;8234;6563;70;492;187;1888;4040;1
8;6543;8228;6557;73;576;640;1887;4041;0
8;6550;8235;6564;73;421;160;1887;4041;1
8;6544;8229;6558;76;504;560;4043;1890;0
8;6551;8236;6565;76;368;140;4043;1890;1
8;6545;8521;6559;79;448;498;4044;4042;0
8;6552;8522;6566;79;326;124;4044;4042;1
8;6546;8523;6560;82;403;448;1885;1893;0
8;6553;8524;6567;82;295;112;1885;1893;1
8;6547;8525;6561;85;366;407;5549;5550;0
8;6554;8526;6568;85;268;102;5549;5550;1
# Schuttgart
9;5073;8237;5103;10;8000;8889;1864;1878;0
9;5818;8255;5838;10;22220;2222;1864;1878;1
9;5068;8238;5098;13;8000;8889;1865;1879;0
9;5819;8256;5839;13;22220;2222;1865;1879;1
9;5065;8239;5095;16;8000;8889;1866;1874;0
9;5820;8257;5840;16;22220;2222;1866;1874;1
9;5067;8240;5097;19;4001;4445;1867;1894;0
9;5821;8258;5841;19;11110;1111;1867;1894;1
9;5069;8241;5099;22;2000;2222;1868;1876;0
9;5822;8259;5842;22;5560;556;1868;1876;1
9;5071;8242;5101;25;1334;1482;1869;1895;0
9;5823;8260;5843;25;3700;370;1869;1895;1
9;5070;8243;5100;28;2000;2222;1870;1877;0
9;5824;8261;5844;28;5560;556;1870;1877;1
9;5078;8244;5108;31;2000;2222;1871;4042;0
9;5825;8262;5845;31;5560;556;1871;4042;1
9;5075;8245;5105;34;1600;1778;1872;1880;0
9;5826;8263;5846;34;4440;444;1872;1880;1
9;5077;8246;5107;37;800;889;1873;4044;0
9;5827;8264;5847;37;2220;222;1873;4044;1
9;5082;8247;5112;40;800;889;1864;5549;0
9;5828;8265;5848;40;2220;222;1864;5549;1
9;5079;8248;5109;43;800;889;1865;4039;0
9;5829;8266;5849;43;2220;222;1865;4039;1
9;5084;8249;5114;46;800;889;1866;1885;0
9;5830;8267;5850;46;2220;222;1866;1885;1
9;5088;8250;5118;49;1000;1111;1867;4043;0
9;5831;8268;5851;49;2780;278;1867;4043;1
9;5091;8251;5121;50;800;889;1868;1884;0
9;5832;8269;5852;50;2220;222;1868;1884;1
9;5085;8252;5115;52;1000;1111;1869;4041;0
9;5833;8270;5853;52;2780;278;1869;4041;1
9;5087;8253;5117;55;800;889;1870;1882;0
9;5834;8271;5854;55;2220;222;1870;1882;1
9;5092;8254;5122;58;800;889;1871;4040;0
9;5835;8272;5855;58;2220;222;1871;4040;1
